Decision;Seniority;Home;Time;Age;Marital;Job;Expenses;Income;Assets;Debt;Amount;Price
1;1;owner;36;24;married;fulltime;45;113;3500;0;1200;1702
0;1;rent;48;26;single;fulltime;45;100;0;0;1400;1968
0;0;other;60;27;married;fulltime;75;122;0;0;1600;1786
1;1;owner;60;44;married;freelance;90;905;20000;15000;1200;1381
1;1;other;36;29;single;fulltime;35;52;0;0;1000;1152
1;8;owner;60;32;married;fulltime;75;157;3500;1800;1300;1590
1;10;owner;24;46;married;freelance;120;400;6000;2700;600;1080
1;4;rent;48;39;married;fulltime;91;157;0;0;1300;1501
0;0;parents;60;30;married;freelance;60;114;0;0;1000;1110
0;10;owner;60;27;married;fulltime;45;120;5000;2000;1570;1914
1;9;rent;60;37;married;fulltime;91;162;0;0;1000;1537
0;0;owner;48;26;married;freelance;45;184;16000;3648;400;1751
1;5;rent;24;29;married;freelance;45;198;0;0;800;1197
1;8;owner;36;60;married;freelance;45;78;11000;0;500;670
0;0;rent;36;26;married;partime;80;195;0;0;600;785
1;2;rent;60;33;single;fulltime;75;400;0;0;1450;1457
0;0;other;36;52;married;freelance;45;74;0;0;500;1050
1;6;rent;24;28;married;fulltime;62;166;0;0;500;1150
1;20;owner;48;53;married;fulltime;60;135;4000;0;1170;1297
1;10;owner;60;36;married;fulltime;75;204;5000;0;1400;1460
1;14;owner;36;34;married;fulltime;75;155;3000;1000;400;1908
1;1;owner;36;30;married;fulltime;45;120;3000;1100;1750;2245
1;3;parents;60;25;single;fulltime;35;130;6000;0;625;1083
1;2;owner;18;43;married;freelance;90;356;5000;800;700;1073
1;25;other;60;50;married;fulltime;90;230;0;0;800;860
1;36;owner;48;58;married;fulltime;45;100;5500;108;700;1291
1;11;owner;60;44;married;fulltime;60;130;3500;0;1400;1731
1;7;owner;60;23;single;fulltime;60;145;4500;0;1100;1150
1;0;rent;18;34;married;partime;98;81;0;0;300;450
1;1;owner;60;29;married;fulltime;60;136;7000;0;1000;1688
1;17;owner;60;32;married;fulltime;75;200;5000;2500;1550;1721
0;2;owner;36;19;single;freelance;35;184;9000;0;500;1100
1;18;rent;42;35;married;fulltime;76;157;0;0;800;1687
1;0;parents;48;24;single;partime;45;76;0;0;1640;1649
1;2;owner;60;25;married;freelance;45;200;6000;1500;1600;1866
1;1;parents;12;24;single;fulltime;35;128;0;0;300;1056
1;2;owner;18;37;married;fulltime;90;90;1500;0;400;1166
0;5;rent;48;30;separated;partime;39;41;0;0;1300;1600
1;12;owner;48;35;married;fulltime;45;125;6000;0;350;1511
1;1;other;36;28;single;freelance;35;100;0;0;1950;2074
1;14;owner;60;45;married;fulltime;120;250;18000;0;450;911
0;3;parents;36;19;single;fulltime;35;47;0;0;500;700
1;2;parents;24;30;married;partime;45;57;0;0;500;974
0;6;owner;12;36;married;fulltime;90;78;6000;2700;300;500
0;2;rent;36;29;married;fulltime;85;100;0;0;2100;2300
1;13;owner;60;28;married;fulltime;60;102;3500;0;1175;1375
1;0;rent;60;27;married;fulltime;58;133;0;0;400;1136
1;3;other;48;22;single;freelance;60;104;5000;0;1300;1813
1;15;owner;60;40;married;freelance;75;1;16000;0;1150;1850
1;1;parents;48;26;single;freelance;35;500;0;0;1300;1561
0;8;rent;60;40;separated;fulltime;70;100;0;0;1300;1510
0;1;owner;60;52;single;fulltime;35;150;6000;0;1580;1756
0;1;parents;60;24;single;partime;35;115;0;0;1400;1420
0;0;owner;48;38;married;freelance;90;38;2800;0;1050;1238
0;1;rent;36;25;married;partime;67;67;0;0;775;850
0;3;rent;60;38;married;partime;72;123;0;0;1030;1170
1;18;owner;60;36;married;fulltime;45;85;3000;0;1500;1856
0;0;owner;60;44;divorced;fulltime;60;60;4000;3378;1400;1703
0;4;owner;60;33;married;partime;90;82;3500;1000;1300;1795
1;1;owner;36;36;single;fulltime;35;345;18000;0;2000;2961
1;0;parents;36;26;married;partime;60;142;0;0;1000;1426
1;10;owner;24;63;married;freelance;60;107;17000;0;800;1472
1;2;owner;60;40;married;fulltime;90;161;8000;470;1200;1670
0;4;other;60;24;single;partime;35;63;0;0;900;1777
1;4;owner;24;22;single;fulltime;35;79;4000;0;1000;1618
0;7;parents;60;40;married;fulltime;90;93;8000;0;1300;1588
1;11;owner;36;26;married;fulltime;45;137;6000;0;1000;1264
0;4;rent;60;30;married;fulltime;60;74;1500;0;870;875
1;15;owner;48;31;married;fulltime;60;131;3000;0;770;872
1;4;owner;48;22;single;fulltime;45;113;14000;0;1300;1410
0;1;owner;60;61;married;others;45;30;6000;0;1000;1055
1;7;parents;30;33;married;fulltime;75;154;4000;125;850;2243
1;28;owner;24;45;married;fulltime;75;164;5000;0;600;1190
1;3;owner;36;35;married;fulltime;75;84;3000;144;475;800
0;1;owner;60;24;married;fulltime;45;199;6500;3000;1400;1702
1;3;parents;48;26;single;fulltime;35;120;0;0;1100;2080
1;6;other;60;63;married;fulltime;45;234;0;0;610;1027
1;5;owner;48;41;married;fulltime;90;275;25000;1000;1800;2260
1;17;owner;48;42;married;freelance;75;250;7000;1000;1600;2078
0;1;rent;48;37;separated;fulltime;46;110;0;0;900;1312
0;5;owner;60;44;married;freelance;45;65;4000;0;1400;1847
1;2;rent;36;36;married;freelance;95;200;5000;0;800;1158
0;0;rent;48;37;married;partime;120;300;8000;2000;1500;2977
0;6;owner;24;39;married;fulltime;75;58;2000;0;175;300
0;20;owner;60;54;married;freelance;75;99;10000;0;900;1056
1;2;owner;48;32;married;fulltime;75;139;2000;80;460;1589
1;22;owner;48;45;married;fulltime;45;208;11500;0;1000;1698
1;4;other;12;28;married;fulltime;45;99;0;0;250;1000
0;1;rent;60;25;married;freelance;45;54;0;0;1000;1310
1;15;rent;60;30;married;fulltime;60;140;4000;1680;400;1320
0;5;parents;48;25;single;fulltime;35;78;0;0;1000;1154
1;14;owner;60;37;married;fulltime;60;79;3500;0;700;1700
1;1;owner;36;36;married;partime;45;80;500;0;950;1566
1;12;owner;60;37;married;freelance;60;85;6000;0;1200;1731
1;25;rent;42;61;married;fulltime;57;121;0;0;750;830
1;20;owner;36;41;married;freelance;90;250;13500;0;1900;2200
1;1;owner;48;33;married;fulltime;45;104;6500;0;1150;1348
1;6;owner;48;33;married;freelance;45;78;3500;0;1100;1526
1;2;parents;48;34;single;fulltime;45;157;4000;0;1450;1769
1;1;rent;48;42;married;fulltime;94;192;0;0;1350;1819
1;16;parents;48;35;separated;fulltime;60;103;0;0;500;862
0;6;parents;60;38;married;fulltime;45;75;0;0;1175;1800
0;8;rent;60;28;married;fulltime;53;177;0;0;1900;2530
0;0;parents;36;21;single;fulltime;35;75;0;0;690;790
1;20;owner;18;40;married;fulltime;75;210;3500;0;800;1717
1;0;owner;24;39;married;others;35;54;10000;0;600;950
1;5;owner;60;43;married;fulltime;75;105;5000;0;1000;1809
0;6;rent;36;29;single;partime;35;68;1500;0;500;525
1;2;parents;24;19;single;partime;35;50;50000;0;900;1472
1;18;rent;60;52;married;fulltime;58;128;0;0;800;1235
0;1;owner;60;39;married;freelance;60;93;6000;3000;850;1104
1;0;owner;12;49;widow;freelance;60;134;21000;0;1800;2309
0;0;owner;60;49;married;freelance;60;189;3500;0;1600;1815
1;4;rent;54;27;married;fulltime;74;139;0;0;900;1132
1;6;owner;60;29;married;fulltime;60;125;5000;0;1500;1531
1;11;parents;60;37;married;fulltime;75;100;0;0;1150;1230
0;1;parents;48;25;single;partime;35;50;0;0;1000;1041
1;0;owner;30;55;married;freelance;60;155;6000;0;500;635
1;1;other;24;27;married;partime;60;128;4000;0;400;1224
0;10;owner;36;43;married;freelance;60;195;4500;0;1000;1905
1;40;owner;48;60;married;freelance;75;183;5000;0;1200;1308
0;0;other;60;32;married;fulltime;75;160;0;0;1300;1350
1;6;other;36;36;married;fulltime;60;160;0;0;550;700
1;5;parents;48;22;single;fulltime;35;75;27000;0;1300;1495
0;0;other;60;34;married;fulltime;60;214;0;0;1700;2329
1;10;rent;36;44;married;freelance;75;77;8000;0;900;943
1;5;rent;30;59;married;fulltime;81;207;20000;0;700;1460
1;11;owner;48;42;married;fulltime;75;180;3500;1200;700;1703
1;17;owner;24;53;married;fulltime;75;132;4000;0;400;1195
0;0;owner;60;33;married;partime;45;128;4500;0;1250;1442
0;10;rent;60;37;married;fulltime;85;96;4000;850;1100;1340
0;9;other;60;35;married;fulltime;60;70;0;0;1500;1562
1;19;rent;60;41;married;fulltime;88;125;0;0;1450;1564
0;5;owner;60;50;married;partime;60;81;5000;0;1540;1770
0;7;owner;36;37;married;freelance;90;150;4500;3000;400;882
1;8;rent;36;33;married;fulltime;78;175;0;0;1000;1187
1;10;rent;48;56;married;freelance;86;112;0;0;1000;1000
1;20;owner;36;43;married;fulltime;60;80;3000;0;600;675
1;0;owner;36;62;married;others;45;73;5000;0;430;1132
0;6;parents;60;38;married;freelance;105;164;0;0;480;1481
1;2;rent;60;34;married;fulltime;60;186;8000;4000;1250;1350
0;0;owner;48;29;married;others;45;391;6500;420;2000;2397
1;12;owner;48;49;married;partime;45;80;4000;0;800;1228
1;0;owner;48;49;married;freelance;105;280;20000;0;800;1137
1;9;rent;36;34;single;fulltime;49;136;0;0;800;1064
0;13;other;36;35;married;fulltime;75;70;0;0;450;450
0;5;rent;48;44;married;fulltime;75;199;4600;0;1600;2631
0;0;rent;48;30;married;partime;60;150;0;0;1300;1582
1;3;rent;60;44;married;freelance;74;140;2000;0;800;992
1;2;other;60;23;single;fulltime;45;175;7500;0;1500;1525
0;20;owner;60;50;married;freelance;45;125;3000;0;1500;1600
1;8;parents;48;26;single;fulltime;35;78;0;0;500;1800
1;8;owner;36;48;married;fulltime;45;75;3500;0;670;857
0;1;owner;48;42;divorced;fulltime;35;210;6500;1500;1650;1679
1;35;owner;36;59;married;freelance;60;125;6000;0;500;1389
0;7;other;48;22;married;freelance;45;174;0;0;1100;1729
0;2;rent;60;21;married;freelance;70;100;2000;0;1100;1260
1;8;rent;60;30;married;fulltime;75;100;2000;192;1400;1460
0;10;parents;12;25;single;freelance;35;131;0;0;675;1387
1;1;other;30;26;single;fulltime;35;110;0;0;700;1340
0;1;owner;48;26;married;freelance;75;180;1600;0;1450;1610
0;10;rent;48;34;married;fulltime;83;79;0;0;1200;1215
1;4;owner;60;32;married;fulltime;75;183;8000;0;1170;1398
0;11;owner;36;37;married;freelance;60;205;13600;4500;450;625
1;12;owner;60;27;married;fulltime;60;118;6000;800;900;1200
1;2;parents;60;26;single;fulltime;35;117;0;0;1000;1724
1;11;other;12;41;single;fulltime;35;135;0;0;1000;1300
1;8;owner;48;26;married;freelance;90;113;3000;750;1200;1450
1;5;parents;60;21;single;fulltime;35;60;0;0;1100;1134
0;0;rent;36;24;single;partime;44;85;0;0;375;575
1;16;owner;60;30;married;fulltime;45;135;5000;0;1000;1230
1;15;owner;36;35;married;fulltime;60;146;3500;0;1600;2122
0;4;rent;48;26;single;freelance;50;150;0;0;1100;1335
1;3;owner;36;36;married;freelance;75;114;4000;0;1000;1818
0;1;rent;60;32;married;freelance;75;124;1200;0;1150;1565
0;10;rent;60;43;married;fulltime;90;110;4500;1500;750;936
0;0;owner;48;39;married;partime;45;132;3500;0;1000;1603
1;41;other;24;59;married;fulltime;60;177;0;0;500;1633
0;0;owner;36;32;married;others;75;74;4000;0;500;1104
1;1;rent;6;25;single;fulltime;46;112;0;0;200;600
0;0;parents;36;38;married;freelance;75;125;11000;0;2500;3350
1;2;parents;60;28;single;fulltime;35;220;0;0;1600;1739
1;2;parents;60;25;single;fulltime;35;96;0;0;1300;1785
1;11;parents;60;41;separated;fulltime;35;100;0;0;1250;1549
1;12;owner;12;50;married;freelance;75;200;17000;3000;1250;1721
1;2;owner;48;33;married;fulltime;75;100;6500;2000;1000;1234
1;1;rent;36;28;single;fulltime;55;196;0;0;1200;1599
1;4;owner;60;26;married;fulltime;45;152;4000;1200;950;1050
1;1;rent;36;29;married;freelance;54;86;0;0;500;1686
1;5;owner;24;42;married;fulltime;45;113;7100;0;1800;3669
1;14;owner;36;39;married;fulltime;75;200;5000;0;1000;1155
0;0;other;60;46;single;fulltime;35;150;0;0;1400;1490
1;7;owner;36;24;married;fulltime;45;95;3000;0;1000;1597
1;12;parents;36;31;married;fulltime;60;160;3000;1000;700;1100
0;2;other;60;37;married;fulltime;75;122;0;0;1385;1385
1;17;owner;48;42;married;fulltime;90;450;8000;1800;1000;3313
0;14;rent;60;63;married;fulltime;73;127;0;0;1400;1496
0;0;rent;36;18;single;partime;40;51;0;0;500;500
1;19;owner;36;43;married;freelance;75;70;7000;0;1000;2335
0;0;parents;36;26;single;partime;35;70;3500;350;375;500
1;6;rent;36;24;married;fulltime;66;213;0;0;1000;1064
1;14;rent;48;29;married;fulltime;52;70;0;0;800;1210
0;0;parents;48;28;divorced;fulltime;35;280;0;0;1300;2058
1;10;owner;60;39;married;fulltime;90;195;12000;0;1500;2659
1;6;parents;48;30;single;freelance;35;56;7000;0;700;1054
1;20;owner;60;43;married;partime;60;138;20000;0;1000;1312
1;12;rent;60;38;married;fulltime;96;205;3500;0;1400;1742
1;3;rent;48;29;married;fulltime;59;137;0;0;800;889
1;2;parents;48;28;single;fulltime;35;79;0;0;650;1379
1;13;rent;60;41;single;fulltime;45;95;0;0;940;1379
1;23;owner;48;60;married;fulltime;35;80;3000;0;1150;1242
1;3;rent;60;54;married;fulltime;45;134;2000;0;1100;1286
1;3;parents;36;22;single;fulltime;35;65;0;0;1000;1629
1;2;owner;30;38;married;fulltime;75;159;11000;0;1280;1289
1;30;owner;24;57;married;freelance;45;40;17000;0;400;500
1;10;owner;24;42;married;freelance;75;70;4600;0;500;1104
1;16;owner;60;39;married;fulltime;60;115;3000;0;800;1373
1;2;rent;48;31;married;fulltime;67;67;0;0;970;1273
1;2;other;36;24;married;fulltime;60;102;0;0;900;1555
1;11;owner;60;27;married;fulltime;60;125;2500;0;1100;1220
1;8;owner;24;35;married;freelance;75;180;12000;0;1000;2256
1;37;parents;36;52;married;fulltime;60;240;0;0;1510;1625
0;2;owner;48;34;married;freelance;90;250;16000;2000;1500;1768
0;0;rent;48;39;married;freelance;45;54;0;0;700;987
0;6;rent;48;37;married;fulltime;77;170;0;0;887;887
0;4;rent;36;27;separated;fulltime;47;116;0;0;1300;1700
1;10;owner;24;34;married;freelance;45;225;25000;0;1300;2063
1;5;rent;36;63;married;others;50;54;3000;0;550;700
0;4;rent;48;26;single;fulltime;47;124;0;0;1500;1756
1;9;owner;48;23;single;fulltime;35;123;7500;0;800;1111
0;1;parents;36;28;married;fulltime;60;95;4000;0;500;625
1;7;other;48;43;married;fulltime;75;160;0;0;1350;1519
0;2;owner;60;27;married;fulltime;60;115;4000;800;2250;2850
1;2;owner;48;52;married;fulltime;75;218;3000;10;1400;1565
1;10;owner;60;40;married;freelance;90;301;2000;0;1100;1835
1;12;owner;48;48;married;fulltime;45;293;12000;0;500;600
1;4;owner;60;33;married;fulltime;75;128;3500;100;400;1244
1;7;rent;12;30;single;freelance;35;64;3000;0;600;670
0;14;rent;60;46;married;freelance;48;25;0;0;1700;2210
0;2;other;48;29;married;fulltime;75;96;6000;3000;1200;1521
1;1;owner;36;19;single;fulltime;45;98;4000;0;200;1330
0;1;rent;48;35;married;fulltime;81;55;1500;0;1300;1440
0;0;rent;48;37;married;partime;60;154;0;0;1870;2217
1;8;owner;48;52;married;fulltime;60;105;3500;0;1000;1887
1;20;rent;36;57;married;freelance;102;117;0;0;475;500
1;2;parents;48;20;single;fulltime;35;318;105;0;740;1325
1;0;owner;24;28;married;partime;45;219;6000;0;600;943
1;7;owner;60;25;married;fulltime;60;102;3500;1500;1400;1432
0;1;rent;48;33;divorced;fulltime;60;250;0;0;1300;1573
1;0;owner;48;37;married;freelance;60;107;18000;1700;800;1015
1;2;parents;30;23;single;fulltime;35;60;0;0;600;1127
0;8;rent;24;44;married;fulltime;68;83;40000;0;1300;1372
1;7;rent;60;24;single;fulltime;44;93;0;0;1100;1519
1;1;parents;60;25;single;fulltime;35;105;0;0;1100;1222
1;4;parents;36;27;single;fulltime;35;70;0;0;700;975
0;15;owner;60;58;married;fulltime;60;117;6000;0;1500;1670
1;25;rent;24;45;separated;freelance;53;183;93000;0;1900;3088
0;0;parents;60;20;single;fulltime;35;120;5500;1200;1170;1362
1;28;owner;36;49;married;fulltime;45;90;27000;0;600;1690
1;0;owner;60;25;married;freelance;60;104;5500;1000;1100;1650
1;17;parents;36;43;married;fulltime;75;200;0;0;1000;2355
0;2;owner;60;38;married;fulltime;75;74;3500;500;1700;1888
1;11;owner;60;41;married;fulltime;60;313;7500;2000;2180;2654
1;1;owner;36;31;married;fulltime;45;197;8000;300;1590;1597
1;30;owner;30;61;married;fulltime;60;320;4000;0;700;1054
1;6;parents;60;38;single;fulltime;35;210;0;0;1200;1823
1;10;owner;48;50;married;freelance;60;40;12000;0;1000;1303
1;30;owner;60;65;married;freelance;45;250;80000;0;1700;2290
1;1;parents;60;22;single;fulltime;35;110;3500;0;1300;1517
1;26;rent;48;60;married;fulltime;45;134;4200;2000;700;2684
1;25;owner;36;59;single;freelance;35;19;5500;1500;425;1175
1;7;rent;36;24;single;freelance;35;131;7500;0;1350;1406
1;22;owner;36;45;married;fulltime;75;260;3000;0;1200;2267
0;4;rent;36;34;married;fulltime;70;100;0;0;900;1150
1;0;owner;48;26;single;fulltime;35;101;2000;0;1000;1300
0;0;owner;60;65;married;others;45;69;10000;0;1500;1750
1;30;rent;36;59;married;freelance;50;52;25000;0;1000;1298
1;13;parents;36;38;separated;fulltime;45;128;0;0;525;625
1;3;owner;60;27;married;fulltime;75;122;4000;0;1400;1702
1;0;other;36;20;single;partime;45;150;0;0;450;500
1;20;rent;60;61;married;fulltime;81;211;0;0;1475;1475
1;5;rent;60;31;married;fulltime;86;109;0;0;830;1700
1;25;owner;48;55;married;fulltime;60;139;5000;0;1000;1300
1;8;rent;60;26;married;fulltime;59;140;0;0;1400;1538
1;4;parents;48;21;single;fulltime;35;88;25000;0;1100;1200
1;0;other;48;23;single;fulltime;35;60;0;0;1000;1294
1;7;parents;60;27;single;freelance;35;39;0;0;1000;1678
0;5;owner;60;43;married;partime;75;120;2000;40;1400;1600
0;10;owner;60;56;married;fulltime;60;161;5000;0;1500;1844
1;1;parents;60;26;single;fulltime;35;90;0;0;1000;1297
1;1;owner;36;20;married;freelance;45;110;11500;0;700;770
0;0;rent;36;23;married;partime;81;60;0;0;450;450
1;8;rent;24;32;married;fulltime;75;154;0;0;750;1258
1;0;owner;60;44;married;fulltime;75;97;6500;0;1000;1147
1;0;rent;12;39;married;fulltime;45;178;2000;0;150;550
1;2;rent;36;42;single;fulltime;45;104;0;0;800;870
1;12;owner;36;42;married;freelance;60;134;15000;0;1000;1500
1;20;owner;12;49;married;freelance;60;500;10000;0;1000;3081
1;0;owner;60;25;married;freelance;45;132;2500;0;1500;1812
1;2;rent;24;26;single;freelance;55;200;0;0;600;1097
0;0;other;60;43;married;freelance;75;144;7600;0;1465;1544
0;0;rent;24;23;married;fulltime;83;80;0;0;425;590
1;2;owner;60;37;married;fulltime;90;137;3000;1;1100;1563
1;3;parents;60;19;single;fulltime;35;218;0;0;1100;1387
0;2;rent;60;36;married;fulltime;75;129;3000;29;900;960
0;2;rent;60;33;married;fulltime;80;196;0;0;1350;1364
0;3;parents;48;23;single;freelance;35;182;0;0;1100;1427
1;0;owner;36;32;married;freelance;90;84;17000;0;700;875
1;0;owner;60;23;married;others;60;47;3000;0;820;875
1;10;rent;60;28;married;fulltime;78;325;18;3000;2250;2250
1;24;owner;36;39;married;fulltime;90;90;12000;4000;700;1693
0;12;rent;60;37;married;freelance;84;92;0;0;1300;1850
1;5;rent;36;39;married;fulltime;100;250;0;0;1400;3959
1;25;owner;60;43;married;freelance;60;62;12000;0;1000;1627
0;3;other;60;21;single;fulltime;35;146;0;0;1400;1646
0;0;rent;60;19;single;fulltime;35;37;0;0;1200;1503
1;17;rent;48;36;married;fulltime;56;105;0;0;1000;1295
0;8;other;36;30;married;freelance;75;100;4000;1365;1220;1745
1;10;owner;24;45;separated;fulltime;35;77;14000;0;200;300
0;10;other;36;44;married;freelance;75;154;0;0;1300;2276
1;15;owner;60;39;separated;freelance;45;54;7000;0;1500;2230
0;0;other;60;27;single;fulltime;35;149;0;0;1500;1601
1;8;other;48;24;married;fulltime;45;56;0;0;770;1129
1;17;owner;48;43;married;fulltime;75;251;5500;0;1100;1664
0;0;owner;60;34;married;partime;75;65;5000;0;1000;1142
0;0;owner;48;21;single;partime;60;160;2500;0;1220;1598
1;37;owner;60;56;widow;fulltime;35;300;10000;0;1300;1750
0;0;other;42;23;single;partime;35;56;0;0;1100;1135
1;10;owner;60;37;married;fulltime;90;118;4500;0;1200;1296
1;2;owner;60;30;married;fulltime;45;174;4000;0;2000;2250
1;23;rent;24;47;single;fulltime;44;86;0;0;350;975
1;7;rent;48;59;married;fulltime;83;233;3000;0;1250;1525
0;0;rent;36;32;married;freelance;89;285;0;0;1000;1304
1;1;parents;60;29;married;fulltime;75;105;10000;0;700;1610
1;27;owner;60;56;married;fulltime;45;122;3000;0;950;1386
1;8;parents;60;33;married;freelance;75;160;0;0;1200;1506
0;8;parents;48;29;single;freelance;35;209;0;0;1145;1145
1;9;owner;36;24;married;fulltime;45;160;4000;2000;450;1388
0;40;owner;36;62;married;freelance;45;157;13500;0;1000;1300
1;1;rent;12;34;married;fulltime;90;65;3000;0;425;1245
1;15;owner;60;41;married;freelance;90;225;9000;0;1500;1923
1;2;parents;36;21;single;partime;35;105;0;0;300;495
1;5;rent;36;27;married;fulltime;57;120;0;0;560;1163
1;10;rent;36;61;married;fulltime;75;130;25000;0;350;400
1;5;parents;36;50;married;others;90;154;0;0;1000;1279
1;3;rent;48;51;married;freelance;90;169;0;0;1200;1240
1;2;parents;48;39;separated;fulltime;35;160;0;0;550;2340
0;0;other;60;31;single;partime;35;128;0;0;900;982
1;5;owner;60;48;married;fulltime;60;187;3000;0;1300;1400
1;11;owner;36;46;married;fulltime;45;120;5000;0;1075;1631
1;0;owner;60;31;widow;freelance;35;200;4000;0;943;1018
