Class;Name;Title;Sex;Age;Hometown;Boarded;Home country;Destination;Position;Station;Survived;Lifeboat;Body
3;Baqlini, Miss Hileni Barbarah;Miss;Female;0,7;?uh?r ash Shuwayr;Lebanon;Cherbourg;Brooklyn, New York, US;;;1;C;
3;Barbarah, Mrs. Katarin Dawud;Mr;Female;45;Kafr Mishki;Lebanon;Cherbourg;Ottawa, Ontario, Canada;;;0;;
3;Barbarah, Miss Saidah;Miss;Female;12;Kafr Mishki;Lebanon;Cherbourg;Ottawa, Ontario, Canada;;;0;;
3;Barry, Miss Julia;Miss;Female;26;New York City, New York;US;Queenstown;New York City;;;0;;
3;Barton, Mr. David John;Mr;Male;22;Cambridge, Cambridgeshire;England;Southampton;New York City;;;0;;
3;Beavan, Mr. William Thomas;Mr;Male;18;Fillingham, Lincolnshire;England;Southampton;Russell, US;;;0;;
3;Bengtsson, Mr. Johan Viktor;Mr;Male;26;Fridhemsberg, Halland;Sweden;Southampton;Monee, Illinois, US;;;0;;
3;Berglund, Mr. Karl Ivar Sven;Mr;Male;22;Firtby;Finland;Southampton;New York City;;;0;;
3;Betros, Mr. Tannous;Mr;Male;20;Zgharta;Lebanon;Cherbourg;Waterbury, Connecticut, US;;;0;;
3;Birkeland, Mr. Hans Martin Monsen;Mr;Male;21;Bremnes;Norway;Southampton;New York City;;;0;;
3;Björklund, Mr. Ernst Herbert;Mr;Male;18;Stockholm;Sweden;Southampton;New York City;;;0;;
3;Bostandyeff, Mr. Guentcho;Mr;Male;26;Unknown;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Bourke, Mr. John;Mr;Male;42;Carrowskehine, Mayo;Ireland;Queenstown;Chicago, Illinois, US;;;0;;
3;Bourke, Mrs. Catherine (née McHugh);Mr;Female;32;Carrowskehine, Mayo;Ireland;Queenstown;Chicago, Illinois, US;;;0;;
3;Bourke, Miss Mary;Miss;Female;40;Carrowskehine, Mayo;Ireland;Queenstown;Chicago, Illinois, US;;;0;;
3;"Bowen, Mr. David John ""Dai""";Mr;Male;20;Treherbert, Glamorgan;Wales;Southampton;New York City;;;0;;
3;Bradley, Miss Bridget Delia;Miss;Female;22;Kingwilliamstown, Cork;Ireland;Queenstown;Glen Falls, New York, US;;;1;13;
3;Braf, Miss Elin Ester Maria;Miss;Female;20;Medeltorp, Småland;Sweden;Southampton;Chicago, Illinois, US;;;0;;
3;Braund, Mr. Lewis Richard;Mr;Male;29;Bridgerule, Devon;England;Southampton;Qu'Appelle Valley, Saskatchewan, Canada;;;0;;
3;Braund, Mr. Owen Harris;Mr;Male;22;Bridgerule, Devon;England;Southampton;Qu'Appelle Valley, Saskatchewan, Canada;;;0;;
3;Brobeck, Mr. Karl Rudolf;Mr;Male;22;Norrköping, Östergötland;Sweden;Southampton;Worcester, Massachusetts, US;;;0;;
3;Brocklebank, Mr. William Alfred;Mr;Male;35;Broomfield, Essex;England;Southampton;New York City;;;0;;
3;Buckley, Mr. Daniel;Mr;Male;21;Kingwilliamstown, Cork;Ireland;Queenstown;New York City;;;1;13;
3;Buckley, Miss Catherine;Miss;Female;22;Ovens, Cork;Ireland;Queenstown;Roxbury, Massachusetts, US;;;0;;299MB
3;Bulus, Mrs. Sultanah (née Rizq);Mr;Female;40;Unknown;Lebanon;Cherbourg;Kent, British Columbia, Canada;;;0;;
3;Bulus, Master Akar;Master;Male;9;Unknown;Lebanon;Cherbourg;Kent, British Columbia, Canada;;;0;;
3;Bulus, Miss Nur-al-Ayn;Miss;Female;7;Unknown;Lebanon;Cherbourg;Kent, British Columbia, Canada;;;0;;
3;Burke, Mr. Jeremiah;Mr;Male;19;Glanmire, Cork;Ireland;Queenstown;Charlestown, US;;;0;;
3;Burns, Miss Mary Delia;Miss;Female;17;Kilmacowen, Sligo;Ireland;Queenstown;New York City;;;0;;
3;Butrus-Youssef, Mrs. Katarin (née Rizk);Mr;Female;24;Sar'al;Syria;Cherbourg;Detroit, Michigan, US;;;1;C;
3;Butrus-Youssef, Master Makhkhul;Master;Male;4;Saral[77];Syria;Cherbourg;Detroit, Michigan, US;;;1;D;
3;Butrus-Youssef, Miss Marianna;Miss;Female;2;Saral;Syria[77];Cherbourg;Detroit, Michigan, US;;;1;C;
3;?a?i?, Mr. Jego Grga;Mr;Male;18;Široka Kula;Croatia;Southampton;Chicago, Illinois, US;;;0;;
3;?a?i?, Mr. Luka;Mr;Male;38;Široka Kula;Croatia;Southampton;Chicago, Illinois, US;;;0;;
3;?a?i?, Miss Marija;Miss;Female;30;Široka Kula;Croatia;Southampton;Chicago, Illinois, US;;;0;;
3;?a?i?, Miss Manda;Miss;Female;21;Široka Kula;Croatia;Southampton;Chicago, Illinois, US;;;0;;
3;?ali?, Mr. Jovo;Mr;Male;17;Brezik;Croatia;Southampton;Sault Ste. Marie, Michigan, US;;;0;;
3;?ali?, Mr. Petar;Mr;Male;17;Brezik;Croatia;Southampton;Sault Ste. Marie, Michigan, US;;;0;;
3;Canavan, Miss Mary;Miss;Female;22;Tonacrick, Clare;Ireland;Queenstown;Philadelphia, Pennsylvania, US;;;0;;
3;"Canavan, Mr. Patrick ""Peter""";Mr;Male;21;Knockmaria, Mayo;Ireland;Queenstown;Philadelphia, Pennsylvania, US;;;0;;
3;Cann, Mr. Ernest Charles;Mr;Male;21;Penwithick, Cornwall;England;Southampton;New York City;;;0;;
3;Caram, Mr. Joseph;Mr;Male;28;Kfar Mechi;Syria;Cherbourg;Ottawa, Ontario, Canada;;;0;;28MB[78]
3;Caram, Mrs. Maria (née Elias);Mr;Female;18;Kfar Mechi;Syria;Cherbourg;Ottawa, Ontario, Canada;;;0;;
3;Carlsson, Mr. Carl Robert;Mr;Male;24;Göteborg, Västergötland;Sweden;Southampton;Huntley, Illinois, US;;;0;;
3;Carlsson, Mr. August Sigfrid;Mr;Male;24;Dagsås, Halland;Sweden;Southampton;Tower, Minnesota, US;;;0;;
3;Carr, Miss Jane;Miss;Female;47;Aclare, Sligo;Ireland;Queenstown;Hartford, Connecticut, US;;;0;;
3;Carver, Mr. Alfred John;Mr;Male;28;Southampton, Hampshire;England;Southampton;New York City;;;0;;
3;Celotti, Mr. Francesco;Mr;Male;24;Milan[79];Italy;Southampton;New York City;;;0;;
3;Chang, Mr. Chip;Mr;Male;32;Hong Kong;China;Southampton;New York City;;;1;C;
3;Charters, Mr. David;Mr;Male;28;Ballinalee, Longford;Ireland;Queenstown;New York City;;;0;;
3;Cheong, Mr. Foo;Mr;Male;32;Hong Kong;China;Southampton;New York City;;;1;C;
3;Christmann, Mr. Emil;Mr;Male;29;London;England;Southampton;New York City;;;0;;
3;Chronopoulos, Mr. Apostolos;Mr;Male;26;Agios Sostis, Peloponnese;Greece;Cherbourg;New York City;;;0;;
3;Chronopoulos, Mr. Dimitrios;Mr;Male;18;Agios Sostis, Peloponnese;Greece;Cherbourg;New York City;;;0;;
3;Coelho, Mr. Domingos Fernandes;Mr;Male;20;Funchal, Madeira Islands;Portugal;Southampton;New York City;;;0;;
3;"Cohen, Mr. Gershon ""Gus""";Mr;Male;18;London;England;Southampton;Brooklyn, New York, US;;;1;12;
3;Colbert, Mr. Patrick;Mr;Male;24;Kilkinlea, Limerick;Ireland;Queenstown;Sherbrooke, Quebec, Canada;;;0;;
3;Coleff, Mr. Fotio;Mr;Male;24;Debnevo, Troyan;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Coltcheff, Mr. Peju;Mr;Male;36;Gumostnik, Lovec;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Conlon, Mr. Thomas Henry;Mr;Male;31;Philadelphia, Pennsylvania;US;Queenstown;Philadelphia, Pennsylvania, US;;;0;;
3;Connaghton, Mr. Michael;Mr;Male;31;Brooklyn, New York;US;Queenstown;Brooklyn, New York, US;;;0;;
3;"Connolly, Miss Catherine ""Kate""";Miss;Female;35;Bank Place, Tipperary;Ireland;Queenstown;Dobbs Ferry, New York, US;;;0;;
3;"Connolly, Miss Katherine ""Kate""";Miss;Female;22;Cortrasna, Cavan;Ireland;Queenstown;New York City;;;1;13;
3;Connors, Mr. Patrick John;Mr;Male;61;Charleville, Cork;Ireland;Queenstown;New York City;;;0;;171MB
3;Cook, Mr. Jacob (Kukk, Mr. Jakob?);Mr;Male;43;Unknown (Estonia?);Russia (Estonia?);Southampton;New York City;;;0;;
3;?or, Mr. Bartol;Mr;Male;35;Kricina;Croatia;Southampton;Great Falls, Montana, US;;;0;;
3;?or, Mr. Ivan;Mr;Male;27;Kricina;Croatia;Southampton;Great Falls, Montana, US;;;0;;
3;?or, Mr. Liudevit;Mr;Male;19;Kricina;Croatia;Southampton;Great Falls, Montana, US;;;0;;
3;"Corn, Mr. Henry ""Harry""";Mr;Male;30;London;England;Southampton;New York City;;;0;;
3;Corr, Miss Helen;Miss;Female;16;Corglass, Longford;Ireland;Queenstown;New York City;;;1;16;
3;Coutts, Mrs. Mary Winnie (née Trainer);Mr;Female;36;London;England;Southampton;Brooklyn, New York, US;;;1;2;
3;"Coutts, Master William Loch ""Willie""";Master;Male;9;London;England;Southampton;Brooklyn, New York, US;;;1;2;
3;Coutts, Master Neville Leslie;Master;Male;3;London;England;Southampton;Brooklyn, New York, US;;;1;2;
3;Coxon, Mr. Daniel;Mr;Male;59;London;England;Southampton;Merrill, Wisconsin, US;;;0;;
3;Crease, Mr. Ernest James;Mr;Male;19;Bristol, Avon;England;Southampton;Cleveland, Ohio, US;;;0;;
3;Cribb, Mr. John Hatfield;Mr;Male;44;Bournemouth, Dorset;England;Southampton;Newark, New Jersey, US;;;0;;
3;Cribb, Miss Laura Mae;Miss;Female;16;Bournemouth, Dorset;England;Southampton;Newark, New Jersey, US;;;1;12;
3;?ulumovi?, Mr. Jeso;Mr;Male;17;Lipova Glavica;Croatia;Southampton;Hammond, Indiana, US;;;0;;
3;Dahir, Mr. Tannous;Mr;Male;28;Beirut;Lebanon;Cherbourg;Youngstown, Ohio, US;;;0;;
3;Dahl, Mr. Charles Edwart;Mr;Male;45;Adelaide, South Australia;Australia;Southampton;Fingal, North Dakota, US;;;1;15;
3;Dahlberg, Miss Gerda Ulrika;Miss;Female;22;Stockholm;Sweden;Southampton;Chicago, Illinois, US;;;1;;
3;Daki?, Mr. Branko;Mr;Male;19;Gornji Miholjac;Croatia;Southampton;New York City;;;0;;
3;"Daly, Miss Margaret ""Maggie""";Miss;Female;30;Athlone, Westmeath;Ireland;Queenstown;New York City;;;1;15;
3;Daly, Mr. Eugene Patrick;Mr;Male;29;Athlone, Westmeath;Ireland;Queenstown;New York City;;;1;B;
3;Danbom, Mr. Ernst Gilbert;Mr;Male;34;Göteborg, Västergötland;Sweden;Southampton;Stanton, Iowa, US;;;0;;197MB
3;Danbom, Mrs. Anna Sigrid Maria (née Brogren);Mr;Female;28;Göteborg, Västergötland;Sweden;Southampton;Stanton, Iowa, US;;;0;;
3;Danbom, Master Gilbert Sigvard Emanuel;Master;Male;0,3;Göteborg, Västergötland;Sweden;Southampton;Stanton, Iowa, US;;;0;;
3;Danoff, Mr. Yoto;Mr;Male;27;Unknown;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Dantcheff, Mr. Ristju;Mr;Male;25;Terziysko, Troyan;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Davies, Mr. Evan;Mr;Male;22;Pontardawe, West Glamorgan;Wales;Southampton;Pontiac, Michigan, US;;;0;;
3;Davies, Mr. Alfred John;Mr;Male;24;West Bromwich, Staffordshire;England;Southampton;Pontiac, Michigan, US;;;0;;
3;Davies, Mr. John Samuel;Mr;Male;21;West Bromwich, Staffordshire;England;Southampton;Pontiac, Michigan, US;;;0;;
3;Davies, Mr. Joseph;Mr;Male;17;West Bromwich, Staffordshire;England;Southampton;Pontiac, Michigan, US;;;0;;
3;"Davison, Mr. Thomas Henry ""Harry""";Mr;Male;32;Liverpool, Merseyside;England;Southampton;Bedford, Indiana, US;;;0;;
3;De Messemaeker, Mr. Guillaume Joseph;Mr;Male;36;Tampico, Montana;US;Southampton;Tampico, Montana, US;;;0;15;
3;De Messemaeker, Mrs. Anna (née de Becker);Mr;Female;36;Tampico, Montana;US;Southampton;Tampico, Montana, US;;;1;13;
3;de Mulder, Mr. Theodoor;Mr;Male;36;Aspelare, East Flanders;Belgium;Southampton;Detroit, Michigan, US;;;1;11;
3;de Pelsmaeker, Mr. Alfons;Mr;Male;16;Heldergem, Haaltert, East Flanders;Belgium;Southampton;Gladstone, Michigan, US;;;0;;
3;Dean, Mr. Bertram Frank;Mr;Male;25;Bartley Farm, Hampshire;England;Southampton;Wichita, Kansas, US;;;0;;
3;Dean, Mrs. Eva Georgetta (née Light);Mr;Female;32;Bartley Farm, Hampshire;England;Southampton;Wichita, Kansas, US;;;1;10;
3;Dean, Master Bertram Vere;Master;Male;1;Bartley Farm, Hampshire;England;Southampton;Wichita, Kansas, US;;;1;10;
3;"Dean, Miss Elizabeth Gladys ""Millvina""";Miss;Female;0,2;Bartley Farm, Hampshire;England;Southampton;Wichita, Kansas, US;;;1;10;
3;Delali?, Mr. Redjo;Mr;Male;25;Baki?;Bosnia;Southampton;Harrisburg, Pennsylvania, US;;;0;;
3;Denkoff, Mr. Mitto;Mr;Male;30;Unknown;Bulgaria;Southampton;Coon Rapids, Iowa, US;;;0;;
3;Dennis, Mr. William;Mr;Male;26;Week St Mary, Cornwall;England;Southampton;Saskatoon, Saskatchewan, Canada;;;0;;
3;Dennis, Mr. Samuel;Mr;Male;22;Week St Mary, Cornwall;England;Southampton;Saskatoon, Saskatchewan, Canada;;;0;;
3;Devaney, Miss Margaret Delia;Miss;Female;19;Kilmacowen, Sligo;Ireland;Queenstown;New York City;;;1;C;
3;Dika, Mr. Mirko;Mr;Male;17;Podgora;Croatia;Southampton;Vancouver, British Columbia, Canada;;;0;;
3;Dimi?, Mr. Jovan;Mr;Male;42;Ostrovica;Croatia;Southampton;Red Lodge, Montana, US;;;0;;
3;Dintcheff, Mr. Valtcho;Mr;Male;43;Unknown;Bulgaria;Southampton;Tulsa, Oklahoma, US;;;0;;
3;Donohoe, Miss Bridget;Miss;Female;21;Cum, Mayo;Ireland;Queenstown;Chicago, Illinois, US;;;0;;
3;Dooley, Mr. Patrick J.;Mr;Male;43;Patrickswell, Limerick;Ireland;Queenstown;New York City;;;0;;
3;Dorking, Mr. Edward Arthur;Mr;Male;18;Liss, Hampshire;England;Southampton;Oglesby, Illinois, US;;;1;B;
3;"Doherty, Mr. William John (aka ""James Moran"")";Mr;Male;22;Cork;Ireland;Queenstown;New York City;;;0;;
3;Dowdell, Miss Elizabeth;Miss;Female;31;New York City, New York;US;Southampton;New York City;;;1;13;
3;Doyle, Miss Elizabeth;Miss;Female;24;Bree, Wexford;Ireland;Queenstown;New York City;;;0;;
3;Draženovi?, Mr. Jozef;Mr;Male;33;Hrastelnica;Croatia;Cherbourg;New York City;;;0;;51MB
3;Dropkin, Miss Jennie;Miss;Female;24;Mogilev;Belarus;Southampton;New York City;;;1;13;
3;Duquemin, Mr. Joseph Pierre;Mr;Male;19;Saint Sampson, Guernsey, Channel Islands;England;Southampton;Albion, New York, US;;;1;D;
3;Dwan, Mr. Frank;Mr;Male;65;Bunmahon, Waterford;Ireland;Queenstown;Morris Plains, New Jersey, US;;;0;;
3;Dyker, Mr. Adolf Fredrik;Mr;Male;23;New Haven, Connecticut;US;Southampton;New Haven, Connecticut, US;;;0;;
3;Dyker, Mrs. Anna Elisabeth Judith (née Andersson);Mr;Female;22;New Haven, Connecticut;US;Southampton;New Haven, Connecticut, US;;;1;16;
3;Edvardsson, Mr. Gustaf Hjalmar;Mr;Male;18;Tofta, Uppland;Sweden;Southampton;Joliet, Illinois, US;;;0;;
3;Eklund, Mr. Hans Linus;Mr;Male;16;Kårberg, Örebro;Sweden;Southampton;Jerome Junction, Arizona, US;;;0;;
3;Ekström, Mr. Johan;Mr;Male;45;Effington Rut, South Dakota;US;Southampton;Effington Rut, South Dakota, US;;;0;;
3;Elias, Mr. Dibo;Mr;Male;29;Unknown;Lebanon;Cherbourg;New York City;;;0;;
3;Elias, Mr. Joseph Jr.;Mr;Male;15;Kafr Mishki;Lebanon;Cherbourg;Ottawa, Ontario, Canada;;;0;;
3;Elias Nasrallah, Mr. Tannous;Mr;Male;17;Kafr Mishki;Lebanon;Cherbourg;Ottawa, Ontario, Canada;;;0;;
3;Elsbury, Mr. William James;Mr;Male;47;Taunton, Somerset;England;Southampton;Gurnee, Illinois, US;;;0;;
3;Emanuel, Miss Virginia Ethel;Miss;Female;6;New York City, New York;US;Southampton;New York City;;;1;13;
3;Estanislau, Mr. Manuel Gonçalves;Mr;Male;37;Calheta, Madeira;Portugal;Southampton;New York City;;;0;;
3;Everett, Mr. Thomas James;Mr;Male;39;Bristol, Avon;England;Southampton;Troy, New York, US;;;0;;187MB
3;Fardon, Mr. Charles R.(alias Charles Franklin);Mr;Male;38;Wellingborough, Northamptonshire;England;Cherbourg;Canada;;;0;;
3;"Farrell, Mr. James ""Jim""";Mr;Male;25;Killoe, Longford;Ireland;Queenstown;New York City;;;0;;68MB
3;Finoli, Mr. Luigi;Mr;Male;34;Philadelphia, Pennsylvania;US;Southampton;Philadelphia, Pennsylvania, US;;;1;15;
3;Fischer, Mr. Eberhard Thelander;Mr;Male;18;Björkeberga, Skåne;Sweden;Southampton;New York City;;;0;;
3;"Fleming, Miss Honora ""Nora""";Miss;Female;22;Carrowskehine, Mayo;Ireland;Queenstown;New York City;;;0;;
3;Flynn, Mr. James;Mr;Male;28;Cuilkillew, Mayo;Ireland;Queenstown;New York City;;;0;;
3;Flynn, Mr. John;Mr;Male;42;Clonbur, Galway;Ireland;Queenstown;Pittsburgh, Pennsylvania, US;;;0;;
3;Foley, Mr. Joseph;Mr;Male;19;Broadford, Limerick;Ireland;Queenstown;Larchmont, New York, US;;;0;;
3;Foley, Mr. William;Mr;Male;20;Donoughmore, Cork;Ireland;Queenstown;New York City;;;0;;
3;Ford, Mr. Arthur;Mr;Male;22;Bridgwater, Somerset;England;Southampton;Elmira, New York, US;;;0;;
3;Ford, Mrs. Margaret Ann (née Watson);Mr;Female;48;Rotherfield, East Sussex;England;Southampton;Essex County, New Jersey, US;;;0;;
3;Ford, Miss Dollina Margaret;Miss;Female;20;Rotherfield, East Sussex;England;Southampton;Essex County, New Jersey, US;;;0;;
3;Ford, Mr. Edward Watson;Mr;Male;18;Rotherfield, East Sussex;England;Southampton;Essex County, New Jersey, US;;;0;;
3;Ford, Mr. William Neal Thomas;Mr;Male;16;Rotherfield, East Sussex;England;Southampton;Essex County, New Jersey, US;;;0;;
3;Ford, Miss Robina Maggie;Miss;Female;7;Rotherfield, East Sussex;England;Southampton;Essex County, New Jersey, US;;;0;;
3;Fox, Mr. Patrick;Mr;Male;28;Mullingar, Westmeath;Ireland;Queenstown;New York City;;;0;;
3;Gallagher, Mr. Martin;Mr;Male;29;Caltra, Galway;Ireland;Queenstown;New York City;;;0;;
3;Garfirth, Mr. John;Mr;Male;21;Wollaston, Northamptonshire;England;Southampton;Kitchener, Ontario, Canada;;;0;;
3;Gerios Thamah, Mr. Assaf;Mr;Male;21;Kafr Mishki;Lebanon;Cherbourg;Ottawa, Ontario, Canada;;;0;;
3;Gheorgheff, Mr. Stanio;Mr;Male;;Unknown;Bulgaria;Cherbourg;Butte, Montana, US;;;0;;
3;Gilinski, Mr. Eliezer;Mr;Male;22;Abercynon, Glamorgan;Wales;Southampton;Chicago, Illinois, US;;;0;;47MB
3;"Gilnagh, Miss Mary Katherine ""Katie""";Miss;Female;17;Esker, Longford;Ireland;Queenstown;New York City;;;1;16;
3;Glynn, Miss Mary Agatha;Miss;Female;19;Killaloe, Clare;Ireland;Queenstown;Washington, DC, US;;;1;13;
3;Goldsmith, Mr. Frank John;Mr;Male;33;Strood, Kent;England;Southampton;Detroit, Michigan, US;;;0;;
3;Goldsmith, Mrs. Emily Alice (née Brown);Mr;Female;31;Strood, Kent;England;Southampton;Detroit, Michigan, US;;;1;C;
3;Goldsmith, Master Frank John William;Master;Male;9;Strood, Kent;England;Southampton;Detroit, Michigan, US;;;1;C;
3;Goldsmith, Mr. Nathan;Mr;Male;41;Unknown;Russia;Southampton;Philadelphia, Pennsylvania, US;;;0;;
3;Goodwin, Mr. Frederick Joseph;Mr;Male;42;Fulham;England;Southampton;Niagara Falls, New York, US;;;0;;
3;Goodwin, Mrs. Augusta (née Tyler);Mr;Female;43;Fulham;England;Southampton;Niagara Falls, New York, US;;;0;;
3;Goodwin, Miss Lillian Amy;Miss;Female;16;Fulham;England;Southampton;Niagara Falls, New York, US;;;0;;
3;Goodwin, Mr. Charles Edward;Mr;Male;14;Fulham;England;Southampton;Niagara Falls, New York, US;;;0;;
3;Goodwin, Master William Frederick;Master;Male;13;Fulham;England;Southampton;Niagara Falls, New York, US;;;0;;
3;Goodwin, Miss Jessie Allis Mary;Miss;Female;12;Fulham;England;Southampton;Niagara Falls, New York, US;;;0;;
3;Goodwin, Master Harold Victor;Master;Male;10;Fulham;England;Southampton;Niagara Falls, New York, US;;;0;;
3;Goodwin, Master Sidney Leslie;Master;Male;1;Fulham;England;Southampton;Niagara Falls, New York, US;;;0;;4MB[80]
3;Green, Mr. George Henry;Mr;Male;40;Dorking, Surrey;England;Southampton;Lead, South Dakota, US;;;0;;
3;Grønnestad, Mr. Daniel Danielsen;Mr;Male;32;Bokn;Norway;Southampton;Portland, North Dakota, US;;;0;;
3;Guest, Mr. Robert;Mr;Male;32;London;England;Southampton;Clinton, New York, US;;;0;;
3;Gustafsson, Mr. Alfred Ossian;Mr;Male;19;Kokkola;Finland;Southampton;Waukegan, Illinois, US;;;0;;
3;Gustafsson, Mr. Anders Vilhelm;Mr;Male;37;Ruotsinpyhtää;Finland;Southampton;New York City;;;0;;98MB
3;Gustafsson, Mr. Johan Birger;Mr;Male;28;Ruotsinpyhtää;Finland;Southampton;New York City;;;0;;
3;Gustafsson, Mr. Karl Gideon;Mr;Male;19;Myren, Synnerby, Västergötland;Sweden;Southampton;Aberdeen, South Dakota, US;;;0;;
3;Haas, Miss Aloisia;Miss;Female;24;Altdorf, Uri;Switzerland;Southampton;Chicago, Illinois, US;;;0;;
3;Hagland, Mr. Ingvald Olai Olsen;Mr;Male;28;Skaare, Haugesund;Norway;Southampton;Belmar, New Jersey, US;;;0;;
3;Hagland, Mr. Konrad Mathias Reiersen;Mr;Male;19;Skaare, Haugesund;Norway;Southampton;Belmar, New Jersey, US;;;0;;
3;Hakkarainen, Mr Pekka Pietari;Mr;Male;28;Helsinki;Finland;Southampton;Monessen, Pennsylvania, US;;;0;;
3;Hakkarainen, Mrs. Elin Matilda (née Dolck);Mr;Female;24;Helsinki;Finland;Southampton;Monessen, Pennsylvania, US;;;1;15;
3;Hampe, Mr. Léon Jérome;Mr;Male;19;Westrozebeke;Belgium;Southampton;Detroit, Michigan, US;;;0;;
3;Hanna, Mr. Borak Suleiman;Mr;Male;27;Hardîne;Lebanon;Cherbourg;Wilkes-Barre, Pennsylvania, US;;;1;15;
3;Hanna, Mr. Bulus;Mr;Male;18;Kfar Mechi;Syria;Cherbourg;Ottawa, Ontario, Canada;;;0;;
3;Hanna, Mr. Mansur;Mr;Male;35;Kfar Mechi;Syria;Cherbourg;Ottawa, Ontario, Canada;;;0;;188MB
3;Hansen, Mr. Claus Peter;Mr;Male;41;Racine, Wisconsin;US;Southampton;Racine, Wisconsin, US;;;0;;
3;Hansen, Mrs. Jennie Louise (née Howard);Mr;Female;45;Racine, Wisconsin;US;Southampton;Racine, Wisconsin, US;;;1;11;
3;Hansen, Mr. Henrik Juul;Mr;Male;26;Holeby, Storstrøm;Denmark;Southampton;Racine, Wisconsin, US;;;0;;
3;Hansen, Mr. Henry Damsgaard;Mr;Male;21;Copenhagen;Denmark;Southampton;Racine, Wisconsin, US;;;0;;69MB
3;"Hargadon, Miss Catherine ""Kate""";Miss;Female;17;Ballysadare, Sligo;Ireland;Queenstown;New York City;;;0;;
3;Harknett, Miss Alice Phoebe;Miss;Female;21;Thornton Heath, London;England;Southampton;New London, Connecticut, US;;;0;;
3;Hart, Mr. Henry John;Mr;Male;27;Ballysadare, Sligo;Ireland;Queenstown;Boston, Massachusetts, US;;;0;;
3;Healy, Miss Hanora (Nora);Miss;Female;29;Athenry, Galway;Ireland;Queenstown;New York City;;;1;16;
3;Hedman, Mr. Oskar Arvid;Mr;Male;27;St. Paul, Minnesota;US;Southampton;St. Paul, Minnesota, US;;;1;15;
3;"Hegarty, Miss Hanora ""Nora""";Miss;Female;18;Whitechurch, Cork;Ireland;Queenstown;Charlestown, US;;;1;;
3;Heikkinen, Miss Laina;Miss;Female;26;Jyväskylä;Finland;Southampton;New York City;;;1;14?;
3;Heininen, Miss Wendla Maria;Miss;Female;23;Turku;Finland;Southampton;New York City;;;0;;8MB
3;Hellström, Miss Hilda Maria;Miss;Female;22;Stora Tuna;Sweden;Southampton;Evanston, Illinois, US;;;1;C;
3;Hendekovi?, Mr. Ignjac;Mr;Male;28;Vagovina;Croatia;Southampton;Harrisburg, Pennsylvania, US;;;0;;306MB
3;Henriksson, Miss Jenny Lovisa;Miss;Female;28;Stockholm;Sweden;Southampton;Iron Mountain, Michigan, US;;;0;;3MB
3;Henry, Miss Bridget Delia;Miss;Female;23;Clonown, Roscommon;Ireland;Queenstown;Boston, Massachusetts, US;;;0;;
3;Hirvonen, Mrs. Helga Elisabeth (née Lindqvist);Mr;Female;22;Taalintehdas;Finland;Southampton;Monessen, Pennsylvania, US;;;1;15;
3;Hirvonen, Miss Hildur Elisabeth;Miss;Female;2;Taalintehdas;Finland;Southampton;Monessen, Pennsylvania, US;;;1;15;
3;Holm, Mr. Johan Fredrik Alexander;Mr;Male;43;Karlshamn, Blekinge;Sweden;Southampton;New York City;;;0;;
3;Holten, Mr. Johan Martin;Mr;Male;28;Bergen;Norway;Southampton;New York City;;;0;;
